

# Chip 15 3
     0   0.132397413  0.040875673  2.407586277  0.026951432  0.020053387  0.998102129  0.027130246  2.499999702
  2000   0.132397711  0.130118728  2.399244606  0.115974247  0.104653537  0.994512141  0.116155446  2.499999702
  4000   0.132392049  0.218230188  2.426910102  0.203824937  0.193284750  0.992406905  0.204052627  2.499999702
  6000   0.132391155  0.306483805  2.366230190  0.290503800  0.279272795  0.989076197  0.291624367  2.499999702
  8000   0.132390857  0.394965112  2.408863008  0.379313827  0.368907750  0.985325575  0.380666554  2.499999702
 10000   0.132386386  0.480629802  2.401298881  0.464697778  0.453992486  1.006601453  0.466615558  2.499999702
 12000   0.132387877  0.568538606  2.425110042  0.552496314  0.542511046  1.006529033  0.554454923  2.499999702
 14000   0.132383406  0.655848682  2.441681027  0.637415051  0.626634657  1.013156772  0.640117228  2.499999702
 16000   0.132377744  0.746446848  2.370743155  0.730531812  0.720746219  0.995146930  0.733723640  2.499999702
 18000   0.132382214  0.831197202  2.417946160  0.809189975  0.798889399  0.999550223  0.814689100  2.499999702
 20000   0.132390261  0.920128524  2.376032174  0.898768902  0.889263451  0.992678404  0.904552042  2.499999702
 22000   0.132383108  1.007642448  2.429519296  0.984492004  0.974061191  1.011725962  0.991026759  2.499999702
 24000   0.132383704  1.096834838  2.411571145  1.074567735  1.064961851  1.080965698  1.081339717  2.499999702
 26000   0.132380724  1.180408299  2.428927422  1.156027615  1.146028042  1.160278916  1.163209379  2.499999702
 28000   0.132380426  1.268723309  2.418328226  1.244286597  1.235128343  1.248906553  1.251811385  2.499999702
 30000   0.132385194  1.356282234  2.399112880  1.329885125  1.319986880  1.334131658  1.338217258  2.499999702
 32000   0.132388175  1.451326907  2.360740602  1.431517899  1.422910988  1.437374055  1.440807283  2.499999702
 34000   0.132391155  1.518553495  2.354969680  1.506538987  1.504660547  1.508436501  1.514034569  2.499999702
 36000   0.132388175  1.606250703  2.401333451  1.593608260  1.592422128  1.596359611  1.601299345  2.499999702
 38000   0.132392347  1.693330407  2.366441488  1.678180397  1.676280200  1.681033075  1.686843336  2.499999702
 40000   0.132395923  1.785387695  2.392394245  1.773712337  1.772805452  1.777906418  1.782876551  2.499999702
 42000   0.132398903  1.871193349  2.409567535  1.859675646  1.858573556  1.863629520  1.869625449  2.499999702
 44000   0.132406056  1.958223581  2.391754389  1.945790648  1.945103109  1.950226128  1.955385208  2.499999702
 46000   0.132411122  2.043128610  2.390726507  2.026270628  2.024693191  2.030525804  2.036436796  2.499999702
 48000   0.132417679  2.138064206  2.414169908  2.127332687  2.126965225  2.133356929  2.138275504  2.499999702
 50000   0.132419467  2.219826877  2.366819084  2.200683951  2.199781537  2.207031846  2.213730812  2.499999702
 52000   0.132417083  2.308247685  2.394537926  2.289017439  2.288741469  2.296450734  2.302356362  2.499999702
 54000   0.132422447  2.395997047  2.426150441  2.375319004  2.374372482  2.382812500  2.389408350  2.499999702
 56000   0.132420361  2.486352324  2.479546666  2.467528880  2.467446923  2.476238310  2.481899559  2.499999702
 58000   0.132425427  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702
