

# Chip 12 15
     0   0.132254660  0.042258501  0.025630593  0.020208657  0.017925203  0.017391145  0.142405927  2.499999702
  2000   0.132265091  0.131700039  0.105731487  0.109899342  0.107308626  0.106391907  0.150022805  2.499999702
  4000   0.132260621  0.220166445  0.193938017  0.198403299  0.196127892  0.195460916  0.205316544  2.499999702
  6000   0.132256448  0.307792425  0.280545354  0.284752250  0.282748938  0.283067822  0.291028321  2.499999702
  8000   0.132242143  0.396566093  0.369727314  0.374265015  0.372647643  0.373259783  0.379851758  2.499999702
 10000   0.132238269  0.483877957  0.454481244  0.460113585  0.458345413  0.458570123  0.464281738  2.499999702
 12000   0.132233799  0.572124720  0.542459786  0.548478067  0.547056496  0.547382832  0.552555323  2.499999702
 14000   0.132228136  0.658785701  0.627197325  0.632935464  0.631745458  0.633009076  0.637964308  2.499999702
 16000   0.132227838  0.749734044  0.720735788  0.726908147  0.726310909  0.727987885  0.732474327  2.499999702
 18000   0.132223070  0.834350586  0.799141228  0.806422234  0.803110600  0.805821121  0.808665454  2.499999702
 20000   0.132224858  0.923602879  0.889089108  0.896701813  0.893754959  0.896804631  0.899342299  2.499999702
 22000   0.132220089  1.010556221  0.974572599  0.981884897  0.979353189  0.983335078  0.985805988  2.499999702
 24000   0.132222176  1.100009084  1.064997613  1.072715819  1.070559919  1.074854434  1.077049375  2.499999702
 26000   0.132229924  1.185173690  1.145785153  1.154491007  1.152079105  1.155902743  1.157630086  2.499999702
 28000   0.132235587  1.273758113  1.234465539  1.243461072  1.241397858  1.245468259  1.247051358  2.499999702
 30000   0.132238865  1.360737085  1.319909096  1.328613460  1.326869726  1.331888735  1.333428323  2.499999702
 32000   0.132241547  1.456190646  1.422093213  1.431480348  1.430611014  1.436226368  1.437411606  2.499999702
 34000   0.132244229  1.522496343  1.503683925  1.500156820  1.506392062  1.503844559  1.508329809  2.499999702
 36000   0.132243335  1.610455811  1.591103673  1.587852240  1.594302952  1.592075527  1.596436799  2.499999702
 38000   0.132254958  1.696858406  1.675574780  1.672068238  1.678757668  1.677438617  1.681967974  2.499999702
 40000   0.132256746  1.789281666  1.771572828  1.768491268  1.775757670  1.774920225  1.779155135  2.499999702
 42000   0.132262707  1.876752973  1.856932938  1.854946613  1.862193346  1.860959530  1.864849627  2.499999702
 44000   0.132264197  1.963969171  1.943086684  1.941391826  1.948946714  1.948032677  1.951650977  2.499999702
 46000   0.132269859  2.048150897  2.023319602  2.021276057  2.029035389  2.028831244  2.032510340  2.499999702
 48000   0.132263601  2.143559754  2.124984562  2.123489082  2.132010758  2.132394910  2.135782540  2.499999702
 50000   0.132268667  2.225069404  2.197915614  2.197448611  2.203302681  2.204456925  2.206318378  2.499999702
 52000   0.132271647  2.313751876  2.286626697  2.286494970  2.292512357  2.294115424  2.295892239  2.499999702
 54000   0.132276118  2.400916815  2.372589111  2.372339070  2.378827929  2.381093800  2.382924855  2.499999702
 56000   0.132276118  2.491619885  2.465254068  2.465372682  2.472262383  2.474942505  2.476530075  2.499999702
 58000   0.132296979  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702  2.499999702
